,id_EUMETSAT,url_tar
131,meteosat_7_mviri,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_meteosat_7_mviri_srf/rtcoef_meteosat_7_mviri_srf.tar.gz
132,meteosat_2_mviri-vis,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_meteosat_2_mviri-vis_srf/rtcoef_meteosat_2_mviri-vis_srf.tar.gz
133,meteosat_3_mviri-vis,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_meteosat_3_mviri-vis_srf/rtcoef_meteosat_3_mviri-vis_srf.tar.gz
134,meteosat_4_mviri-vis,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_meteosat_4_mviri-vis_srf/rtcoef_meteosat_4_mviri-vis_srf.tar.gz
135,meteosat_5_mviri-vis,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_meteosat_5_mviri-vis_srf/rtcoef_meteosat_5_mviri-vis_srf.tar.gz
136,meteosat_6_mviri-vis,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_meteosat_6_mviri-vis_srf/rtcoef_meteosat_6_mviri-vis_srf.tar.gz
137,meteosat_7_mviri-vis,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_meteosat_7_mviri-vis_srf/rtcoef_meteosat_7_mviri-vis_srf.tar.gz
138,fy1_3_mvisr,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_fy1_3_mvisr_srf/rtcoef_fy1_3_mvisr_srf.tar.gz
139,fy1_4_mvisr,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_fy1_4_mvisr_srf/rtcoef_fy1_4_mvisr_srf.tar.gz
140,sentinel3_1_olci,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_sentinel3_1_olci_srf/rtcoef_sentinel3_1_olci_srf.tar.gz
141,sentinel3_2_olci,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_sentinel3_2_olci_srf/rtcoef_sentinel3_2_olci_srf.tar.gz
142,landsat_8_oli,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_landsat_8_oli_srf/rtcoef_landsat_8_oli_srf.tar.gz
143,landsat_9_oli,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_landsat_9_oli_srf/rtcoef_landsat_9_oli_srf.tar.gz
144,sbg_1_sbg,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_sbg_1_sbg_srf/rtcoef_sbg_1_sbg_srf.tar.gz
145,msg_1_seviri,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_msg_1_seviri_srf/rtcoef_msg_1_seviri_srf.tar.gz
146,msg_2_seviri,https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_msg_2_seviri_srf/rtcoef_msg_2_seviri_srf.tar.gz
